enrollment_id,student_id,course_id,term_id
851,171,34,1
852,171,74,1
853,171,103,1
854,171,106,1
855,171,6,1
856,172,83,1
857,172,112,1
858,172,91,1
859,172,108,1
860,172,3,1
861,173,110,1
862,173,38,1
863,173,118,1
864,173,14,1
865,173,37,1
866,174,43,1
867,174,68,1
868,174,97,1
869,174,92,1
870,174,87,1
871,175,9,1
872,175,44,1
873,175,106,1
874,175,1,1
875,175,65,1
876,176,46,1
877,176,69,1
878,176,3,1
879,176,22,1
880,176,85,1
881,177,33,1
882,177,5,1
883,177,118,1
884,177,101,1
885,177,42,1
886,178,77,1
887,178,113,1
888,178,109,1
889,178,38,1
890,178,69,1
891,179,90,1
892,179,86,1
893,179,25,1
894,179,85,1
895,179,44,1
896,180,87,1
897,180,27,1
898,180,71,1
899,180,92,1
900,180,103,1
901,181,22,1
902,181,32,1
903,181,31,1
904,181,104,1
905,181,118,1
906,182,74,1
907,182,4,1
908,182,110,1
909,182,62,1
910,182,91,1
911,183,4,1
912,183,74,1
913,183,40,1
914,183,86,1
915,183,6,1
916,184,117,1
917,184,114,1
918,184,82,1
919,184,27,1
920,184,81,1
921,185,77,1
922,185,42,1
923,185,2,1
924,185,68,1
925,185,71,1
926,186,84,1
927,186,100,1
928,186,41,1
929,186,18,1
930,186,79,1
931,187,86,1
932,187,108,1
933,187,119,1
934,187,7,1
935,187,10,1
936,188,35,1
937,188,57,1
938,188,2,1
939,188,49,1
940,188,92,1
941,189,44,1
942,189,1,1
943,189,111,1
944,189,67,1
945,189,81,1
946,190,68,1
947,190,77,1
948,190,31,1
949,190,104,1
950,190,119,1
951,191,70,1
952,191,26,1
953,191,90,1
954,191,47,1
955,191,41,1
956,192,107,1
957,192,19,1
958,192,39,1
959,192,111,1
960,192,103,1
961,193,29,1
962,193,106,1
963,193,113,1
964,193,1,1
965,193,107,1
966,194,118,1
967,194,29,1
968,194,23,1
969,194,36,1
970,194,51,1
971,195,72,1
972,195,9,1
973,195,5,1
974,195,70,1
975,195,67,1
976,196,14,1
977,196,72,1
978,196,77,1
979,196,24,1
980,196,118,1
981,197,13,1
982,197,112,1
983,197,25,1
984,197,70,1
985,197,56,1
986,198,118,1
987,198,108,1
988,198,3,1
989,198,43,1
990,198,93,1
991,199,39,1
992,199,100,1
993,199,84,1
994,199,63,1
995,199,6,1
996,200,23,1
997,200,75,1
998,200,43,1
999,200,24,1
1000,200,55,1
1001,201,95,1
1002,201,38,1
1003,201,9,1
1004,201,11,1
1005,201,62,1
1006,202,48,1
1007,202,79,1
1008,202,37,1
1009,202,103,1
1010,202,40,1
1011,203,103,1
1012,203,67,1
1013,203,116,1
1014,203,6,1
1015,203,107,1
1016,204,59,1
1017,204,44,1
1018,204,39,1
1019,204,67,1
1020,204,108,1
1021,205,72,1
1022,205,22,1
1023,205,34,1
1024,205,71,1
1025,205,83,1
1026,206,80,1
1027,206,102,1
1028,206,30,1
1029,206,97,1
1030,206,33,1
1031,207,68,1
1032,207,63,1
1033,207,110,1
1034,207,22,1
1035,207,17,1
1036,208,99,1
1037,208,42,1
1038,208,24,1
1039,208,57,1
1040,208,1,1
1041,209,119,1
1042,209,91,1
1043,209,114,1
1044,209,43,1
1045,209,96,1
1046,210,4,1
1047,210,104,1
1048,210,109,1
1049,210,68,1
1050,210,67,1
1051,211,60,1
1052,211,113,1
1053,211,83,1
1054,211,7,1
1055,211,88,1
1056,212,50,1
1057,212,86,1
1058,212,67,1
1059,212,34,1
1060,212,33,1
1061,213,111,1
1062,213,62,1
1063,213,53,1
1064,213,12,1
1065,213,76,1
1066,214,57,1
1067,214,66,1
1068,214,47,1
1069,214,85,1
1070,214,50,1
1071,215,3,1
1072,215,104,1
1073,215,25,1
1074,215,12,1
1075,215,60,1
1076,216,48,1
1077,216,81,1
1078,216,19,1
1079,216,23,1
1080,216,101,1
1081,217,1,1
1082,217,58,1
1083,217,111,1
1084,217,56,1
1085,217,63,1
1086,218,26,1
1087,218,19,1
1088,218,53,1
1089,218,28,1
1090,218,63,1
1091,219,27,1
1092,219,34,1
1093,219,116,1
1094,219,87,1
1095,219,49,1
1096,220,46,1
1097,220,87,1
1098,220,24,1
1099,220,41,1
1100,220,59,1
1101,221,5,1
1102,221,51,1
1103,221,37,1
1104,221,86,1
1105,221,75,1
1106,222,16,1
1107,222,79,1
1108,222,57,1
1109,222,70,1
1110,222,63,1
1111,223,60,1
1112,223,62,1
1113,223,12,1
1114,223,87,1
1115,223,5,1
1116,224,80,1
1117,224,11,1
1118,224,58,1
1119,224,14,1
1120,224,20,1
1121,225,36,1
1122,225,56,1
1123,225,25,1
1124,225,117,1
1125,225,1,1
1126,226,13,1
1127,226,55,1
1128,226,110,1
1129,226,71,1
1130,226,22,1
1131,227,35,1
1132,227,9,1
1133,227,93,1
1134,227,29,1
1135,227,62,1
1136,228,64,1
1137,228,25,1
1138,228,120,1
1139,228,108,1
1140,228,18,1
1141,229,91,1
1142,229,103,1
1143,229,42,1
1144,229,26,1
1145,229,19,1
1146,230,72,1
1147,230,40,1
1148,230,106,1
1149,230,50,1
1150,230,56,1
1151,231,67,1
1152,231,10,1
1153,231,109,1
1154,231,5,1
1155,231,54,1
1156,232,57,1
1157,232,9,1
1158,232,100,1
1159,232,54,1
1160,232,95,1
1161,233,2,1
1162,233,76,1
1163,233,52,1
1164,233,54,1
1165,233,70,1
1166,234,3,1
1167,234,120,1
1168,234,62,1
1169,234,33,1
1170,234,81,1
1171,235,40,1
1172,235,9,1
1173,235,90,1
1174,235,102,1
1175,235,25,1
1176,236,70,1
1177,236,101,1
1178,236,63,1
1179,236,107,1
1180,236,59,1
1181,237,70,1
1182,237,6,1
1183,237,66,1
1184,237,39,1
1185,237,72,1
1186,238,7,1
1187,238,31,1
1188,238,111,1
1189,238,42,1
1190,238,113,1
1191,239,15,1
1192,239,98,1
1193,239,102,1
1194,239,62,1
1195,239,41,1
1196,240,42,1
1197,240,16,1
1198,240,31,1
1199,240,117,1
1200,240,13,1
1201,241,2,1
1202,241,102,1
1203,241,90,1
1204,241,17,1
1205,241,70,1
1206,242,68,1
1207,242,32,1
1208,242,76,1
1209,242,107,1
1210,242,34,1
1211,243,39,1
1212,243,86,1
1213,243,18,1
1214,243,47,1
1215,243,17,1
1216,244,28,1
1217,244,43,1
1218,244,22,1
1219,244,15,1
1220,244,103,1
1221,245,107,1
1222,245,41,1
1223,245,28,1
1224,245,64,1
1225,245,27,1
1226,246,22,1
1227,246,1,1
1228,246,82,1
1229,246,21,1
1230,246,93,1
1231,247,97,1
1232,247,71,1
1233,247,30,1
1234,247,94,1
1235,247,112,1
1236,248,32,1
1237,248,81,1
1238,248,106,1
1239,248,5,1
1240,248,22,1
1241,249,87,1
1242,249,31,1
1243,249,116,1
1244,249,7,1
1245,249,115,1
1246,250,65,1
1247,250,96,1
1248,250,89,1
1249,250,118,1
1250,250,21,1
1251,251,58,1
1252,251,43,1
1253,251,80,1
1254,251,87,1
1255,251,49,1
1256,252,78,1
1257,252,4,1
1258,252,102,1
1259,252,63,1
1260,252,90,1
1261,253,88,1
1262,253,50,1
1263,253,64,1
1264,253,73,1
1265,253,15,1
1266,254,11,1
1267,254,25,1
1268,254,54,1
1269,254,72,1
1270,254,63,1
1271,255,88,1
1272,255,72,1
1273,255,83,1
1274,255,69,1
1275,255,80,1
1276,256,13,1
1277,256,42,1
1278,256,19,1
1279,256,100,1
1280,256,115,1
1281,257,4,1
1282,257,17,1
1283,257,100,1
1284,257,90,1
1285,257,46,1
1286,258,4,1
1287,258,99,1
1288,258,105,1
1289,258,5,1
1290,258,11,1
1291,259,40,1
1292,259,19,1
1293,259,112,1
1294,259,25,1
1295,259,104,1
1296,260,4,1
1297,260,110,1
1298,260,7,1
1299,260,21,1
1300,260,35,1
1301,261,102,1
1302,261,66,1
1303,261,10,1
1304,261,60,1
1305,261,16,1
1306,262,66,1
1307,262,44,1
1308,262,1,1
1309,262,25,1
1310,262,35,1
1311,263,94,1
1312,263,7,1
1313,263,92,1
1314,263,81,1
1315,263,16,1
1316,264,103,1
1317,264,96,1
1318,264,75,1
1319,264,56,1
1320,264,117,1
1321,265,22,1
1322,265,85,1
1323,265,36,1
1324,265,94,1
1325,265,104,1
1326,266,101,1
1327,266,69,1
1328,266,110,1
1329,266,94,1
1330,266,43,1
1331,267,12,1
1332,267,38,1
1333,267,108,1
1334,267,66,1
1335,267,88,1
1336,268,82,1
1337,268,62,1
1338,268,32,1
1339,268,120,1
1340,268,22,1
1341,269,58,1
1342,269,76,1
1343,269,100,1
1344,269,56,1
1345,269,21,1
1346,270,48,1
1347,270,47,1
1348,270,25,1
1349,270,105,1
1350,270,31,1
1351,271,91,1
1352,271,68,1
1353,271,46,1
1354,271,94,1
1355,271,114,1
1356,272,91,1
1357,272,9,1
1358,272,107,1
1359,272,98,1
1360,272,119,1
1361,273,64,1
1362,273,42,1
1363,273,10,1
1364,273,67,1
1365,273,17,1
1366,274,40,1
1367,274,88,1
1368,274,7,1
1369,274,34,1
1370,274,66,1
1371,275,45,1
1372,275,85,1
1373,275,34,1
1374,275,5,1
1375,275,79,1
1376,276,35,1
1377,276,76,1
1378,276,78,1
1379,276,39,1
1380,276,6,1
1381,277,6,1
1382,277,86,1
1383,277,35,1
1384,277,39,1
1385,277,13,1
1386,278,43,1
1387,278,101,1
1388,278,52,1
1389,278,13,1
1390,278,111,1
1391,279,8,1
1392,279,46,1
1393,279,60,1
1394,279,94,1
1395,279,45,1
1396,280,66,1
1397,280,8,1
1398,280,92,1
1399,280,14,1
1400,280,73,1
1401,281,78,1
1402,281,103,1
1403,281,54,1
1404,281,97,1
1405,281,75,1
1406,282,55,1
1407,282,94,1
1408,282,86,1
1409,282,103,1
1410,282,88,1
1411,283,82,1
1412,283,5,1
1413,283,94,1
1414,283,46,1
1415,283,83,1
1416,284,38,1
1417,284,4,1
1418,284,40,1
1419,284,117,1
1420,284,77,1
1421,285,20,1
1422,285,27,1
1423,285,62,1
1424,285,61,1
1425,285,117,1
1426,286,82,1
1427,286,3,1
1428,286,75,1
1429,286,44,1
1430,286,32,1
1431,287,32,1
1432,287,39,1
1433,287,110,1
1434,287,113,1
1435,287,65,1
1436,288,45,1
1437,288,99,1
1438,288,33,1
1439,288,86,1
1440,288,108,1
1441,289,32,1
1442,289,85,1
1443,289,63,1
1444,289,29,1
1445,289,75,1
1446,290,21,1
1447,290,79,1
1448,290,59,1
1449,290,75,1
1450,290,110,1
1451,291,106,1
1452,291,105,1
1453,291,38,1
1454,291,114,1
1455,291,119,1
1456,292,22,1
1457,292,91,1
1458,292,76,1
1459,292,38,1
1460,292,21,1
1461,293,94,1
1462,293,5,1
1463,293,16,1
1464,293,47,1
1465,293,8,1
1466,294,29,1
1467,294,66,1
1468,294,27,1
1469,294,9,1
1470,294,75,1
1471,295,29,1
1472,295,24,1
1473,295,88,1
1474,295,8,1
1475,295,80,1
1476,296,7,1
1477,296,10,1
1478,296,13,1
1479,296,44,1
1480,296,97,1
1481,297,116,1
1482,297,108,1
1483,297,112,1
1484,297,75,1
1485,297,53,1
1486,298,86,1
1487,298,14,1
1488,298,78,1
1489,298,44,1
1490,298,42,1
1491,299,36,1
1492,299,41,1
1493,299,59,1
1494,299,69,1
1495,299,54,1
1496,300,39,1
1497,300,54,1
1498,300,37,1
1499,300,65,1
1500,300,43,1
1501,301,46,1
1502,301,67,1
1503,301,12,1
1504,301,43,1
1505,301,111,1
1506,302,86,1
1507,302,31,1
1508,302,25,1
1509,302,111,1
1510,302,66,1
1511,303,96,1
1512,303,117,1
1513,303,47,1
1514,303,13,1
1515,303,5,1
1516,304,114,1
1517,304,46,1
1518,304,48,1
1519,304,5,1
1520,304,50,1
1521,305,74,1
1522,305,46,1
1523,305,39,1
1524,305,107,1
1525,305,86,1
1526,306,31,1
1527,306,87,1
1528,306,103,1
1529,306,49,1
1530,306,108,1
1531,307,45,1
1532,307,22,1
1533,307,3,1
1534,307,34,1
1535,307,54,1
1536,308,90,1
1537,308,68,1
1538,308,50,1
1539,308,33,1
1540,308,39,1
1541,309,96,1
1542,309,45,1
1543,309,21,1
1544,309,77,1
1545,309,117,1
1546,310,19,1
1547,310,18,1
1548,310,81,1
1549,310,50,1
1550,310,52,1
1551,311,67,1
1552,311,105,1
1553,311,113,1
1554,311,95,1
1555,311,25,1
1556,312,72,1
1557,312,21,1
1558,312,10,1
1559,312,45,1
1560,312,40,1
1561,313,60,1
1562,313,2,1
1563,313,8,1
1564,313,26,1
1565,313,117,1
1566,314,74,1
1567,314,47,1
1568,314,105,1
1569,314,88,1
1570,314,52,1
1571,315,18,1
1572,315,87,1
1573,315,105,1
1574,315,28,1
1575,315,73,1
1576,316,96,1
1577,316,18,1
1578,316,13,1
1579,316,70,1
1580,316,50,1
1581,317,11,1
1582,317,19,1
1583,317,40,1
1584,317,102,1
1585,317,10,1
1586,318,58,1
1587,318,9,1
1588,318,51,1
1589,318,97,1
1590,318,62,1
1591,319,74,1
1592,319,116,1
1593,319,32,1
1594,319,60,1
1595,319,109,1
1596,320,87,1
1597,320,53,1
1598,320,82,1
1599,320,109,1
1600,320,4,1
1601,321,36,1
1602,321,4,1
1603,321,112,1
1604,321,27,1
1605,321,75,1
1606,322,1,1
1607,322,42,1
1608,322,85,1
1609,322,40,1
1610,322,17,1
1611,323,34,1
1612,323,13,1
1613,323,24,1
1614,323,112,1
1615,323,64,1
1616,324,99,1
1617,324,76,1
1618,324,104,1
1619,324,50,1
1620,324,113,1
1621,325,21,1
1622,325,116,1
1623,325,16,1
1624,325,37,1
1625,325,38,1
1626,326,42,1
1627,326,5,1
1628,326,58,1
1629,326,41,1
1630,326,55,1
1631,327,43,1
1632,327,93,1
1633,327,115,1
1634,327,33,1
1635,327,73,1
1636,328,44,1
1637,328,106,1
1638,328,38,1
1639,328,65,1
1640,328,105,1
1641,329,94,1
1642,329,76,1
1643,329,71,1
1644,329,48,1
1645,329,35,1
1646,330,2,1
1647,330,42,1
1648,330,35,1
1649,330,64,1
1650,330,29,1
1651,331,2,1
1652,331,53,1
1653,331,10,1
1654,331,32,1
1655,331,51,1
1656,332,30,1
1657,332,101,1
1658,332,23,1
1659,332,84,1
1660,332,51,1
1661,333,42,1
1662,333,51,1
