student_id,term_id,risk_score,risk_tier
117,1,0.8152360301719455,High
118,1,0.8493307806027603,High
119,1,0.8282484685480971,High
120,1,0.6029388691285625,Medium
121,1,0.5852231638603489,Medium
122,1,0.0884234943557417,Low
123,1,0.771343732196725,High
124,1,0.792623966764472,High
125,1,0.5789210644513937,Medium
126,1,0.237419939826397,Low
127,1,0.6721736425670509,Medium
128,1,0.5966529735436306,Medium
129,1,0.1703926292513268,Low
130,1,0.3082062508292384,Low
131,1,0.5688048512900878,Medium
132,1,0.6728581114604442,Medium
133,1,0.2267803120930696,Low
134,1,0.3227877418482879,Low
135,1,0.8161416789197563,High
136,1,0.4369405859916954,Medium
137,1,0.6139782625314896,Medium
138,1,0.4917508122819471,Medium
139,1,0.5594176894219371,Medium
140,1,0.8187477124710056,High
141,1,0.5927375603251326,Medium
142,1,0.6202866889451554,Medium
143,1,0.2543547971287737,Low
144,1,0.7972547420531848,High
145,1,0.7709924135817758,High
146,1,0.913684243868031,High
147,1,0.807939478660112,High
148,1,0.6331461908798482,Medium
149,1,0.3209717489755609,Low
150,1,0.1596848239771713,Low
151,1,0.4475423538194327,Medium
152,1,0.4154917664809689,Medium
153,1,0.4095924297698369,Medium
154,1,0.4800315313947232,Medium
155,1,0.8170535166146699,High
156,1,0.3811427379075454,Low
157,1,0.6177357841148594,Medium
158,1,0.7829484347915502,High
159,1,0.4544950637086848,Medium
160,1,0.763583286357418,High
161,1,0.5224356400691345,Medium
162,1,0.9637600868221204,High
163,1,0.2051840981096672,Low
164,1,0.3171985580591656,Low
165,1,0.7981703206215183,High
166,1,0.914846125231398,High
167,1,0.6009450516778163,Medium
168,1,0.319218324876866,Low
169,1,0.4839859455268848,Medium
170,1,0.489555648785157,Medium
171,1,0.305546067746393,Low
172,1,0.7893833489732006,High
173,1,0.2894801474803115,Low
174,1,0.2909849168864954,Low
175,1,0.2580679291905945,Low
176,1,0.4150441629476837,Medium
177,1,0.1585487907581163,Low
178,1,0.7132589004924863,High
179,1,0.934831932407651,High
180,1,0.4496360533339568,Medium
181,1,0.3819259371085335,Low
182,1,0.1264054043824105,Low
183,1,0.2409932324446767,Low
184,1,0.4102407608450006,Medium
185,1,0.3712966535192966,Low
186,1,0.7632478442440495,High
187,1,0.7259942148021893,High
188,1,0.3596265508389126,Low
189,1,0.2535364750920745,Low
190,1,0.7168268924994693,High
191,1,0.346237205985039,Low
192,1,0.2197588178134177,Low
193,1,0.6841130632408994,Medium
194,1,0.6449136019280669,Medium
195,1,0.4838540936643574,Medium
196,1,0.2457277923971416,Low
197,1,0.9263237018401652,High
198,1,0.760986663172757,High
199,1,0.4098528789820068,Medium
200,1,0.851084575507475,High
201,1,0.5210105658814059,Medium
202,1,0.640691619330949,Medium
203,1,0.3270948935515108,Low
204,1,0.6923682166868416,Medium
205,1,0.5607583447472199,Medium
206,1,0.4522306484181648,Medium
207,1,0.6920961821656506,Medium
208,1,0.6739067576930642,Medium
209,1,0.9459470373400466,High
210,1,0.1522633542669456,Low
211,1,0.7599113564474815,High
212,1,0.8826743761259794,High
213,1,0.6653326772449176,Medium
214,1,0.6803696075934106,Medium
215,1,0.6093188228495696,Medium
216,1,0.369238826479253,Low
217,1,0.7378856211563121,High
218,1,0.3723553657109184,Low
219,1,0.6298163243944096,Medium
220,1,0.0844498993110424,Low
221,1,0.5266425887174511,Medium
222,1,0.945300725019346,High
223,1,0.2699221763505844,Low
224,1,0.5064076193438765,Medium
225,1,0.8355740129853676,High
226,1,0.5406007547349688,Medium
227,1,0.735592690082969,High
228,1,0.456410420547308,Medium
229,1,0.7550654376220737,High
230,1,0.5141798729400776,Medium
231,1,0.8900584191551644,High
232,1,0.1587890339402294,Low
233,1,0.5303912910349583,Medium
234,1,0.2646578966390835,Low
235,1,0.8596704221407553,High
236,1,0.3612194209065155,Low
237,1,0.324375724495016,Low
238,1,0.523411409142257,Medium
239,1,0.6503351219175336,Medium
240,1,0.3778820260965265,Low
241,1,0.4177087501417252,Medium
242,1,0.4476016380132038,Medium
243,1,0.6091253854027515,Medium
244,1,0.286206892933839,Low
245,1,0.4450242956284796,Medium
246,1,0.643374188443703,Medium
247,1,0.9150946855812668,High
248,1,0.4973600266196778,Medium
249,1,0.5692161697117183,Medium
250,1,0.3851445799278029,Low
251,1,0.2176237860697261,Low
252,1,0.6625660823281293,Medium
253,1,0.3921157757478783,Low
254,1,0.8348886377571076,High
255,1,0.579201251108967,Medium
256,1,0.752506404872976,High
257,1,0.6475535040331195,Medium
258,1,0.2621822798522361,Low
259,1,0.728879008460067,High
260,1,0.5072234546313908,Medium
261,1,0.426319033570797,Medium
262,1,0.732450523141932,High
263,1,0.8180320118430422,High
264,1,0.7168937467290087,High
265,1,0.3400153987046961,Low
266,1,0.2882461799837553,Low
267,1,0.4996460000641807,Medium
268,1,0.7714539418854002,High
269,1,0.7692623180449256,High
270,1,0.8969172095435681,High
271,1,0.7728990825624785,High
272,1,0.2913935375864662,Low
273,1,0.6202585724745541,Medium
274,1,0.5298534177085281,Medium
275,1,0.4498674889934011,Medium
276,1,0.6775334615106353,Medium
277,1,0.1441482336585163,Low
278,1,0.5787108881659663,Medium
279,1,0.7327351750740473,High
280,1,0.5104803341116049,Medium
281,1,0.6368206270392077,Medium
282,1,0.4492919107862077,Medium
283,1,0.7866417612964678,High
284,1,0.5199265411396956,Medium
285,1,0.5823436616948883,Medium
286,1,0.8570520328630017,High
287,1,0.6635426869893635,Medium
288,1,0.7123863937853109,High
289,1,0.3851728626726759,Low
290,1,0.9061602091832612,High
291,1,0.6628900170594297,Medium
292,1,0.6975885110909221,Medium
293,1,0.4929505069045019,Medium
294,1,0.5028019681730703,Medium
295,1,0.4622540946556223,Medium
296,1,0.6249137123721166,Medium
297,1,0.3404795779340081,Low
298,1,0.9207020622746984,High
299,1,0.718338070106263,High
300,1,0.1287287087217011,Low
301,1,0.8706042559795804,High
302,1,0.6031449150950454,Medium
303,1,0.6279400942477643,Medium
304,1,0.6257188214849488,Medium
305,1,0.680003638162836,Medium
306,1,0.8386056896713623,High
307,1,0.4510368937973447,Medium
308,1,0.47373426311623,Medium
309,1,0.4757207381544732,Medium
310,1,0.5115117921223641,Medium
311,1,0.6843842085216331,Medium
312,1,0.2879177068344776,Low
313,1,0.7273927282383048,High
314,1,0.7029354827075351,High
315,1,0.1956732458423301,Low
316,1,0.6872050733427842,Medium
317,1,0.0898720178724264,Low
318,1,0.4213474996441045,Medium
319,1,0.3892031918834917,Low
320,1,0.2252189902131499,Low
321,1,0.7675509055699756,High
322,1,0.2385488027530877,Low
323,1,0.5163376865031174,Medium
324,1,0.3797470509252374,Low
325,1,0.3038138185045587,Low
326,1,0.265844774970062,Low
327,1,0.5608173824647534,Medium
328,1,0.7405688377981412,High
329,1,0.829607370748673,High
330,1,0.5922349398713774,Medium
331,1,0.6508760540056592,Medium
332,1,0.7430626301835616,High
333,1,0.524997364689566,Medium
334,1,0.6933995996663382,Medium
335,1,0.8983067853466198,High
336,1,0.3429929985772426,Low
337,1,0.612181825417711,Medium
338,1,0.5061016713112744,Medium
339,1,0.3879259537273778,Low
340,1,0.8528211996778509,High
341,1,0.488656112650018,Medium
342,1,0.5490818545334852,Medium
343,1,0.9283321800918576,High
344,1,0.5921482599072416,Medium
345,1,0.1218889523055855,Low
346,1,0.2651276317496335,Low
347,1,0.3725951550256317,Low
348,1,0.5833274625351563,Medium
349,1,0.6321431243104233,Medium
350,1,0.5285143868439505,Medium
351,1,0.854589758345569,High
352,1,0.5755662679617286,Medium
353,1,0.1425892879322206,Low
354,1,0.6973741817219752,Medium
355,1,0.4363569330645318,Medium
356,1,0.8300032964717529,High
357,1,0.3686946451093976,Low
358,1,0.4399561591899657,Medium
359,1,0.2341288379336671,Low
360,1,0.3881869421953997,Low
361,1,0.5262537727991207,Medium
362,1,0.5317475837240315,Medium
363,1,0.3268651951174376,Low
364,1,0.3310136252392822,Low
365,1,0.3837428210391229,Low
366,1,0.4809240523235881,Medium
367,1,0.6786252084119125,Medium
368,1,0.4100554886473028,Medium
369,1,0.630350020236956,Medium
370,1,0.5740383005259491,Medium
371,1,0.3859311547067161,Low
372,1,0.6528144909674178,Medium
373,1,0.5857111849158457,Medium
374,1,0.7056475252079941,High
375,1,0.9254916934487436,High
376,1,0.2675035507961316,Low
377,1,0.5867273066664772,Medium
378,1,0.0950362744600042,Low
379,1,0.1408435951362597,Low
380,1,0.3067763396909456,Low
381,1,0.676932350574296,Medium
382,1,0.7023438042062298,High
383,1,0.145896210625282,Low
384,1,0.2140424191736404,Low
385,1,0.4107098548551485,Medium
386,1,0.1488401105412073,Low
387,1,0.6638025034574978,Medium
388,1,0.9156537355157716,High
389,1,0.4851607302381248,Medium
390,1,0.4519573976238611,Medium
391,1,0.6675180579829082,Medium
392,1,0.5596244603418613,Medium
393,1,0.5578395910502926,Medium
394,1,0.6808743475742849,Medium
395,1,0.660171245224848,Medium
396,1,0.8412940522112883,High
397,1,0.7545914567475072,High
398,1,0.5901992152678729,Medium
399,1,0.8416703883778548,High
400,1,0.4964720635290872,Medium
401,1,0.0832814386199914,Low
402,1,0.5075713719635372,Medium
403,1,0.3582889550447009,Low
404,1,0.2603939272113377,Low
405,1,0.7687561154500496,High
406,1,0.7391598102598927,High
407,1,0.4823080182560361,Medium
408,1,0.248754477101995,Low
409,1,0.4800854381921593,Medium
410,1,0.40887503346843,Medium
411,1,0.0797389802713288,Low
412,1,0.4414273493662388,Medium
413,1,0.8618995319462396,High
414,1,0.4565234828540658,Medium
415,1,0.5692572958555402,Medium
416,1,0.1731783128394405,Low
417,1,0.1542140137439593,Low
418,1,0.463261990190297,Medium
419,1,0.6613697959640543,Medium
420,1,0.7729640443794108,High
421,1,0.4227670546763551,Medium
422,1,0.8646549368126769,High
423,1,0.2588699919742595,Low
424,1,0.3072592342685427,Low
425,1,0.6765744881632356,Medium
426,1,0.4848010827131112,Medium
427,1,0.6326309597462852,Medium
428,1,0.3077375570386179,Low
429,1,0.4556369678314671,Medium
430,1,0.5014519955711135,Medium
431,1,0.3877557815976413,Low
432,1,0.3167575775050475,Low
433,1,0.6890028810471245,Medium
434,1,0.8160703243136529,High
435,1,0.5164455605564161,Medium
436,1,0.7877357699049922,High
437,1,0.4122631740159982,Medium
438,1,0.4191421191021659,Medium
439,1,0.5106242645161359,Medium
440,1,0.899217725694793,High
441,1,0.5649217147292894,Medium
442,1,0.9099382446580117,High
443,1,0.7609232637562936,High
444,1,0.5502927382105723,Medium
445,1,0.1688234525854376,Low
446,1,0.5110680377842992,Medium
447,1,0.4896695953977775,Medium
448,1,0.6872712047079583,Medium
449,1,0.7453793845909236,High
450,1,0.7269364253911561,High
451,1,0.4532823600918659,Medium
452,1,0.2732965859555777,Low
453,1,0.361395391207236,Low
454,1,0.7613245750833362,High
455,1,0.5587558723406664,Medium
456,1,0.5657108272208975,Medium
457,1,0.5565264960408941,Medium
458,1,0.8054613435640228,High
459,1,0.4642582782141225,Medium
460,1,0.7137594378490769,High
461,1,0.6538166348283427,Medium
462,1,0.2695711051014318,Low
463,1,0.4715693175935107,Medium
464,1,0.2347075203419701,Low
465,1,0.2824335253713849,Low
466,1,0.6383515802702936,Medium
467,1,0.6166072908972782,Medium
468,1,0.5367141503102242,Medium
469,1,0.8273391441039629,High
470,1,0.5589154383774372,Medium
471,1,0.4416164996258422,Medium
472,1,0.7258914622943717,High
473,1,0.0796158515251727,Low
474,1,0.4247087683233664,Medium
475,1,0.6620665766640943,Medium
476,1,0.6332458746997286,Medium
477,1,0.4364335634722252,Medium
478,1,0.2857069738060027,Low
479,1,0.3013909907775477,Low
480,1,0.339423658494818,Low
481,1,0.8065191710460294,High
482,1,0.5151509652616875,Medium
483,1,0.5890410480591658,Medium
484,1,0.2260511643331157,Low
485,1,0.5742784286977978,Medium
486,1,0.2146469229753585,Low
487,1,0.2382535521657115,Low
488,1,0.793436964665537,High
489,1,0.6304722766035172,Medium
490,1,0.6921717620624945,Medium
491,1,0.6834166638836869,Medium
492,1,0.1944993883346695,Low
493,1,0.7614005545872786,High
494,1,0.451844542333186,Medium
495,1,0.3509485770267562,Low
496,1,0.4244103270413618,Medium
497,1,0.2926899626840569,Low
498,1,0.3823544445957235,Low
499,1,0.3645255898991082,Low
500,1,0.5945152480272264,Medium
501,1,0.0914974984957674,Low
502,1,0.2898146389287795,Low
503,1,0.5896723832673043,Medium
504,1,0.2365592315548539,Low
505,1,0.5863151478554497,Medium
506,1,0.3417564622824449,Low
507,1,0.1703704349373166,Low
508,1,0.2949603135732932,Low
509,1,0.2387683140365794,Low
510,1,0.2874447529568159,Low
511,1,0.5371435932652753,Medium
512,1,0.272356065733834,Low
513,1,0.3828452178832749,Low
514,1,0.469423459158613,Medium
515,1,0.5999467696305656,Medium
516,1,0.5454752057374918,Medium
517,1,0.3866107348765896,Low
518,1,0.7176189118060451,High
519,1,0.4469555279790506,Medium
520,1,0.3672083412052697,Low
521,1,0.1918276280856931,Low
522,1,0.506287640330129,Medium
523,1,0.3676794467418044,Low
524,1,0.514581512086089,Medium
525,1,0.3297744186703602,Low
526,1,0.6740422643218055,Medium
527,1,0.6365945814133591,Medium
528,1,0.3491672049406689,Low
529,1,0.5118835711709917,Medium
530,1,0.2578755240024175,Low
531,1,0.4923746415681961,Medium
532,1,0.1724427288012346,Low
533,1,0.6261378488979131,Medium
534,1,0.3231869116366694,Low
535,1,0.3886012630220852,Low
536,1,0.6787337486850629,Medium
537,1,0.7977757245940688,High
538,1,0.6689232953034676,Medium
539,1,0.3766203119088407,Low
540,1,0.8689357850140467,High
541,1,0.3174961675409664,Low
542,1,0.4625403271846942,Medium
543,1,0.7335099949570024,High
544,1,0.7816769108398669,High
545,1,0.8585662773986166,High
546,1,0.6901170140212661,Medium
547,1,0.9008832145972036,High
548,1,0.4927585494552026,Medium
549,1,0.2682022268252387,Low
550,1,0.8119483773923165,High
551,1,0.5031379552958682,Medium
552,1,0.5222201074483702,Medium
553,1,0.1959389251916291,Low
554,1,0.9468748263824488,High
555,1,0.3253171182435625,Low
556,1,0.7353284301334017,High
557,1,0.7888595783353738,High
558,1,0.6725029151895705,Medium
559,1,0.5639083005165793,Medium
560,1,0.6817076918998978,Medium
561,1,0.6460632934358636,Medium
562,1,0.3153805696747788,Low
563,1,0.7886681520070016,High
564,1,0.8235659834161729,High
565,1,0.285404420201379,Low
566,1,0.9525031212375416,High
567,1,0.8617414944437689,High
568,1,0.306444620120689,Low
569,1,0.2303801629871744,Low
570,1,0.6249360867230979,Medium
571,1,0.6618539007522493,Medium
572,1,0.6395060259358508,Medium
573,1,0.4992680005674518,Medium
574,1,0.3958769119199564,Low
575,1,0.2610702974824165,Low
576,1,0.164119509996948,Low
577,1,0.8710445119153647,High
578,1,0.3280355160076013,Low
579,1,0.1560135000892611,Low
580,1,0.4570888671058195,Medium
581,1,0.4042166212569067,Medium
582,1,0.6370906925030666,Medium
583,1,0.8156689204957194,High
584,1,0.2193991686896469,Low
585,1,0.2618745630122894,Low
586,1,0.4101539110478095,Medium
587,1,0.4461318720237984,Medium
588,1,0.2743001019888548,Low
589,1,0.3793085316212259,Low
590,1,0.1706432928817371,Low
591,1,0.937238321838596,High
592,1,0.3878635538172981,Low
593,1,0.4708160407347236,Medium
594,1,0.279516599698112,Low
595,1,0.4345188027056505,Medium
596,1,0.3511980082274884,Low
597,1,0.2423870323603456,Low
598,1,0.7627607992942427,High
599,1,0.2895625349402731,Low
600,1,0.3913526790261161,Low
601,1,0.942256133450526,High
602,1,0.261865516443435,Low
603,1,0.5715000177429357,Medium
604,1,0.7901498455026916,High
605,1,0.2370879660061497,Low
606,1,0.3301154676822199,Low
607,1,0.5527896076826107,Medium
608,1,0.7600682261404442,High
609,1,0.9137814101100444,High
610,1,0.7615735495120488,High
611,1,0.8474512853205155,High
612,1,0.3496594666622168,Low
613,1,0.7415424669948402,High
614,1,0.5838685368911587,Medium
615,1,0.1713240138865669,Low
616,1,0.653024741171617,Medium
617,1,0.8335874379083684,High
618,1,0.4340242532612167,Medium
619,1,0.7217548879553395,High
620,1,0.194795853737949,Low
621,1,0.6352921612739738,Medium
622,1,0.3311818519246126,Low
623,1,0.2815715271291145,Low
624,1,0.8235103247690534,High
625,1,0.4744043018330074,Medium
626,1,0.8774671834978522,High
627,1,0.3795783642587932,Low
628,1,0.9450894042566302,High
629,1,0.5342795434515316,Medium
630,1,0.3420720644794429,Low
631,1,0.3648901299368092,Low
632,1,0.7552677456970904,High
633,1,0.7030389493730964,High
634,1,0.8140863862051296,High
635,1,0.1900922821283546,Low
636,1,0.4692441938593306,Medium
637,1,0.6269920241425511,Medium
638,1,0.6773728828279921,Medium
639,1,0.7063083678434092,High
640,1,0.728753821943846,High
641,1,0.3089378787916119,Low
642,1,0.2565895467711371,Low
643,1,0.8873069956983003,High
644,1,0.2755311114816993,Low
645,1,0.8195110151859908,High
646,1,0.4896216177339559,Medium
647,1,0.2306965656185692,Low
648,1,0.7518374303576167,High
649,1,0.3941059329026971,Low
650,1,0.6873271554679478,Medium
651,1,0.5366485357460112,Medium
652,1,0.4901973631188163,Medium
653,1,0.1212395972312624,Low
654,1,0.5525169287546158,Medium
655,1,0.4267350523552554,Medium
656,1,0.8747293297292955,High
657,1,0.6927055364473956,Medium
658,1,0.7866765018922373,High
659,1,0.9231233897839672,High
660,1,0.4000934101248927,Medium
661,1,0.1483445264347015,Low
662,1,0.2159575962119068,Low
663,1,0.8112297419098553,High
664,1,0.6819183977444996,Medium
665,1,0.2029228734447211,Low
666,1,0.7000340734384898,High
667,1,0.1611774239847493,Low
668,1,0.7549620826346645,High
669,1,0.3187191092236152,Low
670,1,0.6165282448720764,Medium
671,1,0.3757689846196562,Low
672,1,0.3965003214047514,Low
673,1,0.5412083102644267,Medium
674,1,0.5862454741968652,Medium
675,1,0.4020179996328416,Medium
676,1,0.7467108505798061,High
677,1,0.8001590558477042,High
678,1,0.6190093162981274,Medium
679,1,0.4142713891389136,Medium
680,1,0.3550591329551859,Low
681,1,0.832289184210575,High
682,1,0.7127433207612289,High
683,1,0.5340586684172114,Medium
684,1,0.6017762564349872,Medium
685,1,0.2054794647417576,Low
686,1,0.2175021842678215,Low
687,1,0.6481780249185288,Medium
688,1,0.1018203646165579,Low
689,1,0.6272932917382026,Medium
690,1,0.141598231191901,Low
691,1,0.735856762029296,High
692,1,0.8312236983824268,High
693,1,0.671383676591978,Medium
694,1,0.205733991190752,Low
695,1,0.7307242855986236,High
696,1,0.538145393043412,Medium
697,1,0.198776479361843,Low
698,1,0.349967985206157,Low
699,1,0.9398167799042424,High
700,1,0.5935170701694158,Medium
701,1,0.1318869454582512,Low
702,1,0.4610796337389052,Medium
703,1,0.1466556451090833,Low
704,1,0.5591872611600286,Medium
705,1,0.578243718806274,Medium
706,1,0.3104245574702203,Low
707,1,0.2605426201821101,Low
708,1,0.6911227098609468,Medium
709,1,0.3327349170844116,Low
710,1,0.1496930440561678,Low
711,1,0.4698895888954718,Medium
712,1,0.6104559303124794,Medium
713,1,0.4686586541777151,Medium
714,1,0.3674466306297881,Low
715,1,0.2670812919998766,Low
716,1,0.7866494818322813,High
717,1,0.2942055381752805,Low
718,1,0.3678679662968788,Low
719,1,0.4415573881897565,Medium
720,1,0.356046784618989,Low
721,1,0.3966891324051746,Low
722,1,0.4539956432601148,Medium
723,1,0.4368580376522263,Medium
724,1,0.4446868094942271,Medium
725,1,0.7035313324814607,High
726,1,0.8520857075513001,High
727,1,0.5397249299585545,Medium
728,1,0.3382045977008494,Low
729,1,0.6837649768724118,Medium
730,1,0.9157272373196468,High
731,1,0.3951510188933185,Low
732,1,0.4297794757675834,Medium
733,1,0.3188425839838196,Low
734,1,0.4659413315827885,Medium
735,1,0.2407849039483942,Low
736,1,0.4444855283398509,Medium
737,1,0.7470197574849929,High
738,1,0.6678867900546338,Medium
739,1,0.4132320651056338,Medium
740,1,0.4832308273061706,Medium
741,1,0.5091488918554061,Medium
742,1,0.3459949562986495,Low
743,1,0.310819708722088,Low
744,1,0.693082864194422,Medium
745,1,0.7707265989408003,High
746,1,0.4158813631589908,Medium
747,1,0.6023720378585098,Medium
748,1,0.4317829253160724,Medium
749,1,0.3966834103668029,Low
750,1,0.2108306164851109,Low
751,1,0.2710978132724542,Low
752,1,0.6049118300936965,Medium
753,1,0.1036862119642959,Low
754,1,0.3508184743548335,Low
755,1,0.7053633138651175,High
756,1,0.345532233510776,Low
757,1,0.7834217406211181,High
758,1,0.4303080056812289,Medium
759,1,0.5544604878642173,Medium
760,1,0.7508881279854117,High
761,1,0.2516463250434491,Low
762,1,0.464711781830626,Medium
763,1,0.5113378906993507,Medium
764,1,0.2856060989508956,Low
765,1,0.8156825401658462,High
766,1,0.9310640081123092,High
767,1,0.5623929924360449,Medium
768,1,0.6349220105963995,Medium
769,1,0.6812345910191031,Medium
770,1,0.7560070295054682,High
771,1,0.5372449808155432,Medium
772,1,0.2330742642717323,Low
773,1,0.2797533695553223,Low
774,1,0.4295152759606113,Medium
775,1,0.401242019330543,Medium
776,1,0.1879095705426679,Low
777,1,0.4807263682950106,Medium
778,1,0.6086188575817181,Medium
779,1,0.5808170721187804,Medium
780,1,0.2942790005797472,Low
781,1,0.7317701675199253,High
782,1,0.620354164880901,Medium
783,1,0.5010199984646901,Medium
784,1,0.5598961822190271,Medium
785,1,0.7229989071430879,High
786,1,0.4872589935817494,Medium
787,1,0.2781318622630732,Low
788,1,0.6490297368372555,Medium
789,1,0.9184098838832904,High
790,1,0.3258274709567429,Low
791,1,0.947828004299086,High
792,1,0.3297534374537194,Low
793,1,0.6111943497199462,Medium
794,1,0.7189657276309473,High
795,1,0.8360641190608361,High
796,1,0.3672028004334056,Low
797,1,0.5665407712748878,Medium
798,1,0.8213702229135567,High
799,1,0.647634994633424,Medium
800,1,0.3695944064226462,Low
801,1,0.1923113334194031,Low
802,1,0.8551447503456098,High
803,1,0.3648072650443635,Low
804,1,0.5747468617094914,Medium
805,1,0.8428589685051063,High
806,1,0.1528059809580478,Low
807,1,0.6967206409622425,Medium
808,1,0.9096568227476683,High
809,1,0.3308559557457752,Low
810,1,0.3163528095254017,Low
811,1,0.7078368557468743,High
812,1,0.4537697479160194,Medium
813,1,0.8921794766410305,High
814,1,0.3013661275583877,Low
815,1,0.6999249854152689,Medium
816,1,0.2407551539808564,Low
817,1,0.6376800986977494,Medium
818,1,0.4555001502677914,Medium
819,1,0.8129924941718913,High
820,1,0.7327764777439588,High
821,1,0.4739496216338335,Medium
822,1,0.5262537727991206,Medium
823,1,0.353435995877184,Low
824,1,0.1461507511233747,Low
825,1,0.3229639636997591,Low
826,1,0.7852948777172045,High
827,1,0.317480769920582,Low
828,1,0.6724976900946332,Medium
829,1,0.3162247820572087,Low
830,1,0.6154717733643651,Medium
831,1,0.2389922065607434,Low
832,1,0.5225374162159595,Medium
833,1,0.8716371271452512,High
834,1,0.2653330417464437,Low
835,1,0.5906853218973225,Medium
836,1,0.2800471528258351,Low
837,1,0.5619033408872126,Medium
838,1,0.5828851319960254,Medium
839,1,0.4397022134321297,Medium
840,1,0.5477337078644444,Medium
841,1,0.7657005872656372,High
842,1,0.9099463627970154,High
843,1,0.4727832243715565,Medium
844,1,0.4091295452929145,Medium
845,1,0.8997800723495002,High
846,1,0.3211887355375658,Low
847,1,0.8211416701196527,High
848,1,0.3278943257450862,Low
849,1,0.5031739537395936,Medium
850,1,0.370745542150778,Low
851,1,0.4899394735771554,Medium
852,1,0.1534940739870556,Low
853,1,0.2342827670286315,Low
854,1,0.4705709577638572,Medium
855,1,0.3931588430695295,Low
856,1,0.9351846442951316,High
857,1,0.288918384254001,Low
858,1,0.7615946398455529,High
859,1,0.1165282907841332,Low
860,1,0.7008316379745042,High
861,1,0.7570571546742219,High
862,1,0.5130168077166931,Medium
863,1,0.3314553212395393,Low
864,1,0.8541147275656562,High
865,1,0.3772425307442464,Low
866,1,0.6392752772356551,Medium
867,1,0.7485820737233441,High
868,1,0.2190005573492882,Low
869,1,0.6965408881457741,Medium
