note_id,student_id,term_id,intervention_type,note_date
257,268,1,tutoring,2025-05-31
258,268,1,counseling,2025-01-13
259,268,1,call,2025-06-24
260,269,1,counseling,2023-12-31
261,269,1,counseling,2024-03-30
262,269,1,email,2025-05-06
263,272,1,financial_aid_check,2025-10-01
264,274,1,call,2025-07-13
265,274,1,email,2024-04-02
266,274,1,tutoring,2024-09-15
267,276,1,advising_meeting,2024-02-20
268,276,1,advising_meeting,2023-11-16
269,278,1,tutoring,2025-01-22
270,278,1,call,2025-01-10
271,279,1,email,2025-05-11
272,279,1,call,2024-10-08
273,279,1,call,2025-01-10
274,281,1,financial_aid_check,2025-09-19
275,281,1,counseling,2023-11-06
276,282,1,financial_aid_check,2024-07-31
277,282,1,email,2025-04-23
278,283,1,email,2024-06-01
279,283,1,financial_aid_check,2025-09-11
280,284,1,email,2025-09-06
281,285,1,counseling,2025-09-21
282,285,1,call,2025-02-28
283,286,1,email,2024-08-24
284,286,1,email,2024-03-25
285,288,1,financial_aid_check,2025-10-21
286,288,1,tutoring,2024-01-19
287,290,1,email,2024-01-29
288,290,1,email,2024-11-24
289,290,1,advising_meeting,2024-07-17
290,292,1,email,2024-08-12
291,292,1,tutoring,2024-08-18
292,293,1,financial_aid_check,2025-06-12
293,293,1,counseling,2025-03-15
294,295,1,counseling,2024-09-02
295,295,1,financial_aid_check,2024-04-14
296,296,1,counseling,2025-03-05
297,301,1,email,2023-11-16
298,301,1,email,2025-08-08
299,301,1,call,2024-01-02
300,303,1,counseling,2024-05-31
301,303,1,call,2024-06-14
302,304,1,counseling,2025-06-28
303,304,1,advising_meeting,2025-02-14
304,304,1,financial_aid_check,2023-12-08
305,305,1,financial_aid_check,2025-07-01
306,305,1,call,2025-05-01
307,308,1,tutoring,2024-03-31
308,314,1,advising_meeting,2024-05-23
309,314,1,tutoring,2025-07-16
310,326,1,call,2024-11-04
311,327,1,call,2024-07-29
312,327,1,call,2024-12-27
313,329,1,advising_meeting,2024-05-14
314,329,1,tutoring,2025-04-28
315,329,1,counseling,2024-03-26
316,330,1,call,2023-11-05
317,332,1,call,2025-02-18
318,332,1,advising_meeting,2025-09-04
319,332,1,advising_meeting,2025-10-13
320,335,1,counseling,2024-06-03
321,335,1,counseling,2024-12-09
322,335,1,financial_aid_check,2025-05-05
323,337,1,counseling,2024-06-14
324,340,1,email,2024-03-25
325,340,1,email,2024-03-03
326,340,1,email,2024-06-25
327,341,1,email,2023-11-21
328,341,1,call,2025-04-20
329,342,1,call,2025-09-07
330,349,1,advising_meeting,2024-04-16
331,349,1,advising_meeting,2025-09-28
332,349,1,advising_meeting,2024-07-24
333,350,1,email,2024-01-10
334,350,1,advising_meeting,2024-01-04
335,351,1,counseling,2025-01-28
336,351,1,tutoring,2025-01-18
337,351,1,email,2023-11-16
338,356,1,counseling,2025-08-22
339,356,1,advising_meeting,2025-02-10
340,366,1,counseling,2025-04-01
341,366,1,email,2024-11-23
342,375,1,call,2025-10-31
343,375,1,advising_meeting,2024-04-24
344,375,1,financial_aid_check,2025-05-17
345,382,1,counseling,2024-02-21
346,382,1,financial_aid_check,2025-01-19
347,382,1,financial_aid_check,2024-06-20
348,388,1,email,2023-12-06
349,388,1,tutoring,2024-02-24
350,388,1,call,2025-01-02
351,391,1,counseling,2024-09-01
352,391,1,tutoring,2023-12-03
353,391,1,advising_meeting,2024-04-11
354,392,1,call,2024-02-14
355,393,1,tutoring,2024-04-17
356,393,1,tutoring,2024-07-07
357,394,1,financial_aid_check,2024-11-17
358,394,1,tutoring,2025-09-12
359,394,1,tutoring,2024-11-02
360,395,1,tutoring,2025-01-01
361,395,1,tutoring,2024-04-24
362,402,1,call,2024-10-01
363,402,1,call,2024-03-26
364,402,1,call,2025-06-13
365,406,1,call,2025-05-27
366,406,1,financial_aid_check,2024-06-30
367,406,1,email,2024-02-13
368,410,1,counseling,2024-01-19
369,410,1,email,2024-04-17
370,410,1,counseling,2025-02-24
371,411,1,email,2023-11-20
372,411,1,advising_meeting,2023-12-28
373,412,1,advising_meeting,2024-01-29
374,412,1,call,2025-02-10
375,414,1,counseling,2024-06-03
376,414,1,advising_meeting,2025-06-13
377,416,1,financial_aid_check,2024-05-17
378,418,1,tutoring,2024-07-22
379,418,1,advising_meeting,2025-01-06
380,419,1,financial_aid_check,2025-03-24
381,419,1,financial_aid_check,2025-04-16
382,419,1,tutoring,2025-09-09
383,420,1,call,2025-08-24
384,420,1,financial_aid_check,2024-06-30
385,422,1,call,2025-06-10
386,422,1,call,2024-08-24
387,423,1,email,2025-08-29
388,424,1,call,2025-04-10
389,424,1,financial_aid_check,2023-11-25
390,427,1,email,2025-06-14
391,427,1,call,2024-01-30
392,427,1,call,2025-07-18
393,430,1,call,2024-06-11
394,432,1,email,2025-07-08
395,433,1,advising_meeting,2024-08-22
396,433,1,email,2024-12-22
397,435,1,counseling,2025-09-16
398,435,1,advising_meeting,2024-12-10
399,435,1,email,2024-12-26
400,436,1,advising_meeting,2025-01-02
401,436,1,advising_meeting,2023-12-27
402,439,1,tutoring,2024-12-25
403,439,1,tutoring,2023-12-09
404,441,1,tutoring,2025-10-07
405,441,1,advising_meeting,2024-12-14
406,442,1,tutoring,2024-05-21
407,442,1,email,2025-01-17
408,442,1,call,2023-12-05
409,443,1,tutoring,2024-01-03
410,443,1,call,2025-06-28
411,450,1,financial_aid_check,2025-08-20
412,450,1,call,2024-09-27
413,450,1,tutoring,2024-08-02
414,451,1,tutoring,2024-07-02
415,451,1,counseling,2025-08-12
416,452,1,email,2024-12-18
417,454,1,tutoring,2024-08-30
418,454,1,counseling,2025-07-16
419,454,1,email,2025-01-27
420,455,1,financial_aid_check,2024-04-25
421,456,1,call,2023-12-24
422,458,1,call,2024-08-23
423,458,1,financial_aid_check,2024-05-13
424,458,1,advising_meeting,2023-12-27
425,460,1,counseling,2025-09-24
426,460,1,financial_aid_check,2024-02-05
427,460,1,counseling,2024-06-28
428,463,1,advising_meeting,2025-03-17
429,463,1,financial_aid_check,2024-08-24
430,464,1,advising_meeting,2025-09-08
431,465,1,call,2024-05-29
432,465,1,call,2024-09-28
433,466,1,tutoring,2025-03-25
434,466,1,tutoring,2025-04-23
435,467,1,financial_aid_check,2024-08-01
436,467,1,tutoring,2025-07-18
437,467,1,tutoring,2025-07-28
438,469,1,tutoring,2024-12-12
439,471,1,advising_meeting,2024-05-24
440,471,1,call,2024-11-05
441,471,1,counseling,2024-02-06
442,475,1,email,2024-02-27
443,475,1,email,2025-06-24
444,477,1,financial_aid_check,2024-05-22
445,481,1,tutoring,2024-03-05
446,481,1,tutoring,2024-07-07
447,481,1,email,2024-08-18
448,483,1,tutoring,2024-07-02
449,483,1,email,2024-07-07
450,483,1,financial_aid_check,2024-06-01
451,494,1,financial_aid_check,2025-09-22
452,494,1,email,2024-01-20
453,494,1,call,2023-12-21
454,497,1,advising_meeting,2025-05-03
455,497,1,email,2024-02-28
456,511,1,financial_aid_check,2024-07-02
457,518,1,advising_meeting,2025-07-24
458,518,1,counseling,2024-12-03
459,518,1,advising_meeting,2024-06-07
460,523,1,call,2024-01-24
461,524,1,call,2025-10-03
462,524,1,financial_aid_check,2024-12-16
463,527,1,call,2025-02-12
464,527,1,tutoring,2025-09-24
465,529,1,email,2024-11-04
466,529,1,counseling,2023-11-05
467,531,1,advising_meeting,2025-04-15
468,533,1,tutoring,2024-11-01
469,533,1,advising_meeting,2025-09-21
470,533,1,advising_meeting,2025-02-01
471,534,1,counseling,2024-11-03
472,534,1,tutoring,2025-01-12
473,538,1,email,2024-01-11
474,538,1,advising_meeting,2025-06-21
475,540,1,advising_meeting,2025-09-01
476,540,1,financial_aid_check,2024-03-20
477,540,1,tutoring,2023-12-30
478,541,1,counseling,2025-03-10
479,542,1,email,2025-06-28
480,543,1,email,2024-01-12
481,543,1,financial_aid_check,2025-02-18
482,543,1,tutoring,2024-02-19
483,544,1,counseling,2025-03-29
484,544,1,email,2025-06-30
485,544,1,counseling,2024-02-12
486,545,1,counseling,2025-02-15
487,545,1,call,2024-09-13
488,547,1,call,2024-10-31
489,547,1,advising_meeting,2024-09-13
490,547,1,call,2024-10-13
491,550,1,call,2024-11-18
492,550,1,advising_meeting,2024-04-14
493,550,1,counseling,2025-06-11
494,554,1,email,2025-09-25
495,554,1,counseling,2025-02-05
496,556,1,financial_aid_check,2023-12-30
497,556,1,call,2024-11-13
498,557,1,email,2023-12-23
499,557,1,counseling,2024-11-12
500,557,1,advising_meeting,2024-02-02
501,559,1,tutoring,2023-12-07
502,559,1,call,2024-09-27
503,560,1,counseling,2024-02-24
504,560,1,counseling,2025-05-11
505,561,1,call,2025-04-13
506,561,1,financial_aid_check,2025-01-01
507,561,1,counseling,2025-10-07
508,564,1,tutoring,2025-01-03
509,564,1,email,2025-01-16
510,567,1,email,2025-07-13
511,567,1,email,2024-04-20
512,567,1,advising_meeting,2024-07-27
513,571,1,tutoring,2024-04-27
514,571,1,advising_meeting,2024-04-12
515,574,1,financial_aid_check,2025-03-25
516,577,1,call,2023-12-19
517,577,1,email,2025-07-06
518,578,1,financial_aid_check,2025-10-28
519,580,1,tutoring,2024-06-29
520,580,1,email,2024-07-02
521,583,1,tutoring,2024-10-11
522,583,1,tutoring,2024-03-07
523,586,1,counseling,2024-02-10
524,591,1,counseling,2024-04-25
525,591,1,counseling,2024-03-10
526,591,1,email,2024-03-21
527,598,1,financial_aid_check,2023-11-03
528,598,1,call,2025-08-01
529,598,1,advising_meeting,2024-05-13
530,603,1,tutoring,2025-04-22
531,603,1,advising_meeting,2024-01-16
532,604,1,financial_aid_check,2024-10-05
533,604,1,tutoring,2023-12-19
534,604,1,counseling,2024-05-19
535,609,1,tutoring,2025-04-16
536,609,1,tutoring,2024-04-16
537,610,1,tutoring,2024-11-14
538,610,1,counseling,2025-01-22
539,610,1,financial_aid_check,2024-04-09
540,611,1,counseling,2024-01-22
541,611,1,financial_aid_check,2025-08-28
542,611,1,financial_aid_check,2025-06-30
543,613,1,call,2025-02-03
544,613,1,financial_aid_check,2024-10-08
545,614,1,financial_aid_check,2024-04-28
546,614,1,email,2024-10-02
547,618,1,tutoring,2023-11-24
548,619,1,advising_meeting,2024-09-25
549,619,1,counseling,2025-10-11
550,619,1,email,2024-07-02
551,625,1,counseling,2025-08-14
552,625,1,counseling,2024-07-02
553,625,1,tutoring,2024-11-10
554,626,1,email,2023-12-30
555,626,1,advising_meeting,2024-09-14
556,629,1,counseling,2024-05-05
557,629,1,financial_aid_check,2025-08-28
558,629,1,tutoring,2024-06-17
559,633,1,tutoring,2024-08-11
560,633,1,financial_aid_check,2024-12-24
561,633,1,call,2024-12-11
562,634,1,financial_aid_check,2024-12-27
563,634,1,tutoring,2025-09-25
564,634,1,advising_meeting,2024-04-16
565,637,1,advising_meeting,2024-09-03
566,637,1,financial_aid_check,2024-10-30
567,638,1,financial_aid_check,2023-12-26
568,638,1,email,2024-10-14
569,639,1,call,2024-06-18
570,640,1,email,2024-02-12
571,640,1,email,2023-12-19
572,640,1,call,2024-04-20
573,643,1,counseling,2025-04-27
574,643,1,advising_meeting,2024-04-08
575,643,1,advising_meeting,2024-05-14
576,645,1,counseling,2024-02-13
577,645,1,tutoring,2025-04-08
578,645,1,call,2024-03-15
579,646,1,email,2024-05-08
580,648,1,call,2024-11-29
581,648,1,advising_meeting,2024-08-27
582,648,1,email,2024-02-23
583,654,1,financial_aid_check,2023-11-13
584,654,1,email,2025-03-23
585,657,1,advising_meeting,2025-01-07
586,658,1,financial_aid_check,2023-12-06
587,658,1,email,2024-04-25
588,658,1,financial_aid_check,2025-02-08
589,659,1,call,2025-05-14
590,659,1,email,2024-12-01
591,659,1,email,2024-09-10
592,663,1,tutoring,2025-09-16
593,663,1,email,2025-08-01
594,663,1,financial_aid_check,2024-03-06
595,666,1,advising_meeting,2024-11-03
596,666,1,call,2025-04-12
597,668,1,call,2025-02-14
598,668,1,counseling,2024-02-24
599,668,1,email,2023-12-07
600,669,1,call,2025-10-25
601,675,1,advising_meeting,2024-10-27
602,678,1,counseling,2024-08-18
603,678,1,advising_meeting,2024-06-15
604,679,1,advising_meeting,2024-08-01
605,679,1,call,2024-07-25
606,679,1,counseling,2024-05-13
607,681,1,advising_meeting,2024-03-02
608,681,1,tutoring,2025-03-19
609,682,1,counseling,2024-10-21
610,682,1,tutoring,2024-10-02
611,682,1,tutoring,2024-08-23
612,683,1,email,2024-07-15
613,683,1,tutoring,2023-11-17
614,691,1,tutoring,2023-11-28
615,691,1,financial_aid_check,2025-07-06
616,691,1,email,2025-07-04
617,692,1,call,2025-06-17
618,692,1,tutoring,2025-01-15
619,693,1,advising_meeting,2025-04-29
620,693,1,financial_aid_check,2025-10-22
621,695,1,financial_aid_check,2024-08-24
622,695,1,call,2024-12-10
623,700,1,email,2024-05-29
624,700,1,tutoring,2024-11-04
625,700,1,tutoring,2023-12-09
626,702,1,advising_meeting,2025-10-09
627,702,1,tutoring,2024-08-31
628,702,1,email,2025-07-28
629,705,1,tutoring,2024-12-16
630,708,1,counseling,2024-03-04
631,708,1,advising_meeting,2025-04-09
632,708,1,advising_meeting,2024-03-26
633,712,1,counseling,2024-02-28
634,712,1,counseling,2024-09-15
635,712,1,advising_meeting,2024-12-21
636,713,1,email,2024-04-14
637,714,1,counseling,2024-01-05
638,715,1,financial_aid_check,2024-06-03
639,716,1,tutoring,2023-12-30
640,716,1,call,2024-07-21
641,718,1,counseling,2024-09-26
642,722,1,counseling,2025-01-07
643,722,1,financial_aid_check,2025-01-08
644,722,1,advising_meeting,2024-02-18
645,724,1,call,2025-10-19
646,725,1,tutoring,2024-11-22
647,725,1,counseling,2024-05-19
648,725,1,advising_meeting,2024-04-11
649,728,1,counseling,2024-10-13
650,730,1,advising_meeting,2025-04-18
651,730,1,advising_meeting,2025-03-21
652,734,1,advising_meeting,2025-08-21
653,734,1,financial_aid_check,2025-07-06
654,734,1,counseling,2025-02-28
655,735,1,advising_meeting,2025-04-12
656,736,1,tutoring,2025-08-22
657,736,1,advising_meeting,2024-07-28
658,739,1,financial_aid_check,2025-10-08
659,739,1,email,2025-08-31
660,741,1,call,2025-06-08
661,741,1,financial_aid_check,2024-12-08
662,741,1,email,2024-10-30
663,747,1,advising_meeting,2025-05-26
664,747,1,tutoring,2023-11-18
665,747,1,financial_aid_check,2024-11-28
666,751,1,email,2024-11-06
667,751,1,financial_aid_check,2024-02-29
668,755,1,advising_meeting,2024-09-18
669,755,1,financial_aid_check,2024-03-15
670,755,1,call,2025-08-15
671,756,1,call,2024-06-23
672,756,1,tutoring,2024-03-05
673,763,1,tutoring,2023-11-13
674,765,1,financial_aid_check,2025-09-20
675,765,1,counseling,2024-03-27
676,765,1,tutoring,2023-12-20
677,766,1,counseling,2025-05-29
678,766,1,financial_aid_check,2024-01-26
679,768,1,advising_meeting,2025-06-03
680,770,1,email,2024-10-01
681,770,1,counseling,2024-02-01
682,771,1,counseling,2024-11-05
683,775,1,email,2024-03-23
684,775,1,advising_meeting,2024-10-10
685,775,1,counseling,2025-02-16
686,779,1,email,2024-07-29
687,779,1,advising_meeting,2025-02-08
688,781,1,call,2025-04-02
689,781,1,call,2025-08-09
690,782,1,advising_meeting,2025-09-17
691,782,1,advising_meeting,2025-03-09
692,783,1,financial_aid_check,2024-01-14
693,783,1,call,2025-08-04
694,786,1,financial_aid_check,2024-05-25
695,786,1,email,2024-12-13
696,789,1,tutoring,2025-03-01
697,789,1,call,2024-06-14
698,794,1,financial_aid_check,2025-07-14
699,794,1,counseling,2025-07-19
700,794,1,call,2024-10-12
701,799,1,tutoring,2024-02-01
702,799,1,advising_meeting,2025-08-29
703,800,1,counseling,2024-05-24
704,800,1,financial_aid_check,2024-09-08
705,800,1,counseling,2025-05-13
706,801,1,tutoring,2025-01-16
707,801,1,email,2024-04-26
708,802,1,counseling,2024-11-24
709,802,1,counseling,2023-11-14
710,807,1,call,2025-01-29
711,807,1,financial_aid_check,2023-11-09
712,811,1,tutoring,2025-03-18
713,811,1,call,2025-05-09
714,811,1,tutoring,2024-02-25
715,813,1,email,2025-04-27
716,813,1,tutoring,2025-04-22
717,813,1,call,2024-05-11
718,815,1,email,2024-05-21
719,815,1,financial_aid_check,2024-07-14
720,819,1,email,2025-07-31
721,819,1,advising_meeting,2024-10-30
722,820,1,counseling,2025-10-12
723,820,1,call,2025-06-03
724,828,1,counseling,2024-06-07
725,828,1,call,2025-10-19
726,832,1,advising_meeting,2024-08-11
727,832,1,advising_meeting,2024-03-14
728,832,1,email,2025-04-15
729,833,1,financial_aid_check,2024-09-08
730,833,1,advising_meeting,2024-06-02
731,835,1,advising_meeting,2025-10-19
732,835,1,advising_meeting,2023-12-17
733,835,1,tutoring,2024-11-01
734,840,1,financial_aid_check,2024-06-24
735,840,1,email,2024-10-20
736,840,1,tutoring,2024-12-13
737,842,1,counseling,2024-11-10
738,842,1,counseling,2025-02-04
739,843,1,tutoring,2024-05-27
740,843,1,counseling,2025-09-08
741,847,1,tutoring,2024-12-05
742,847,1,call,2025-01-16
743,847,1,advising_meeting,2025-09-13
744,850,1,advising_meeting,2025-01-24
745,851,1,financial_aid_check,2024-01-25
746,851,1,email,2024-07-15
747,853,1,call,2025-10-18
748,854,1,counseling,2024-02-14
749,854,1,email,2025-03-28
750,856,1,call,2025-04-24
751,856,1,advising_meeting,2024-06-09
752,856,1,financial_aid_check,2024-01-14
753,857,1,advising_meeting,2025-08-07
754,857,1,financial_aid_check,2024-10-27
755,858,1,financial_aid_check,2025-06-21
756,858,1,tutoring,2024-10-06
757,858,1,email,2025-06-28
758,860,1,tutoring,2024-06-06
759,860,1,email,2023-12-26
760,860,1,financial_aid_check,2024-07-02
761,862,1,tutoring,2024-12-05
762,862,1,call,2024-01-05
763,863,1,counseling,2024-03-04
764,867,1,advising_meeting,2024-11-20
765,867,1,call,2024-10-17
766,867,1,advising_meeting,2025-04-21
767,868,1,tutoring,2024-11-05
768,868,1,advising_meeting,2024-11-20
769,871,1,financial_aid_check,2024-07-22
770,874,1,email,2025-08-06
771,875,1,financial_aid_check,2024-09-13
772,875,1,financial_aid_check,2023-12-25
773,875,1,call,2024-05-12
774,879,1,call,2024-06-06
775,879,1,email,2025-01-27
776,882,1,advising_meeting,2025-04-29
777,882,1,tutoring,2025-03-04
778,883,1,email,2024-08-16
779,886,1,tutoring,2025-05-06
780,886,1,tutoring,2024-09-30
781,887,1,tutoring,2025-07-16
782,887,1,counseling,2024-09-02
783,888,1,call,2025-02-16
784,888,1,tutoring,2024-11-21
785,890,1,advising_meeting,2025-07-20
